employee_id,employee_name,store_id,role,hourly_wage_mxn,scheduled_hours,regular_hours,overtime_hours,regular_cost_mxn,overtime_penalty_cost_mxn,total_labor_cost_mxn
E01872,Yeni Jaqueline Bonilla,S024,Cashier,75,8,8,0,600,0.0,600.0
E01873,Dra. Soledad Jaime,S024,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01874,Ing. Sonia Negrete,S024,Floor,70,24,24,0,1680,0.0,1680.0
E01875,Elsa Corona,S024,Cashier,75,8,8,0,600,0.0,600.0
E01876,Srita. Martha Solorio,S024,Stock,65,8,8,0,520,0.0,520.0
E01877,Araceli Dulce Longoria,S024,Cashier,75,8,8,0,600,0.0,600.0
E01878,Esteban Elias Garza Alemán,S024,Cashier,75,8,8,0,600,0.0,600.0
E01879,Sra. Florencia Espinal,S024,Supervisor,120,48,48,0,5760,0.0,5760.0
E01880,Alvaro Salcedo,S024,Stock,65,8,8,0,520,0.0,520.0
E01881,Esteban Abelardo Cedillo Calderón,S024,Floor,70,8,8,0,560,0.0,560.0
E01883,Ing. José Carlos de Anda,S024,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01884,Ing. Isaac Jimínez,S024,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01887,Abraham Iván Esparza Batista,S024,Floor,70,8,8,0,560,0.0,560.0
E01891,Nadia Farías Feliciano,S024,Floor,70,8,8,0,560,0.0,560.0
E01898,María Véliz Cortés,S024,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01901,Isabel Ruby Otero,S024,Customer Service,85,40,40,0,3400,0.0,3400.0
E01902,Lic. José Partida,S024,Supervisor,120,24,24,0,2880,0.0,2880.0
E01911,Héctor Mota Osorio,S024,Customer Service,85,24,24,0,2040,0.0,2040.0
E01921,Andrea Esparza Osorio,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01922,Mitzy Araceli Delgadillo Reyna,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01923,Lucía Nancy Colón Farías,S025,Floor,70,56,48,8,3360,1120.0,4480.0
E01924,Lic. Trinidad Heredia,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01925,Sr. Octavio Galarza,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01926,Micaela Paredes Magaña,S025,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01927,Cristian Villalpando Zelaya,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01928,Sr. Miguel del Valle,S025,Floor,70,56,48,8,3360,1120.0,4480.0
E01929,Arturo Abraham Domínguez,S025,Stock,65,56,48,8,3120,1040.0,4160.0
E01930,Abraham Linares de la Crúz,S025,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01931,Manuel de la O Bañuelos,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01932,Darío Naranjo,S025,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01933,Conchita Yolanda Casares,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01934,Elvira Barrios,S025,Floor,70,56,48,8,3360,1120.0,4480.0
E01935,Leonel Escalante,S025,Floor,70,56,48,8,3360,1120.0,4480.0
E01936,Esteban Renato Delgadillo,S025,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01937,José Campos,S025,Floor,70,56,48,8,3360,1120.0,4480.0
E01938,Estela María Eugenia Lerma Armenta,S025,Cashier,75,56,48,8,3600,1200.0,4800.0
E01939,Omar Arturo Montalvo,S025,Stock,65,56,48,8,3120,1040.0,4160.0
E01940,Francisco Israel Saucedo,S025,Floor,70,56,48,8,3360,1120.0,4480.0
E01941,Irene Jaramillo,S025,Cashier,75,48,48,0,3600,0.0,3600.0
E01942,Graciela Garrido Rosado,S025,Cashier,75,40,40,0,3000,0.0,3000.0
E01943,Hugo Abrego Alemán,S025,Stock,65,56,48,8,3120,1040.0,4160.0
E01944,Sra. Irma Chacón,S025,Stock,65,56,48,8,3120,1040.0,4160.0
E01945,Lic. Amador Mateo,S025,Floor,70,56,48,8,3360,1120.0,4480.0
E01946,María Cynthia Solís Bustamante,S025,Floor,70,40,40,0,2800,0.0,2800.0
E01947,Jorge Luis Daniel Garay Rosales,S025,Stock,65,40,40,0,2600,0.0,2600.0
E01948,Vicente Fernando Moya,S025,Cashier,75,32,32,0,2400,0.0,2400.0
E01949,Sonia Isabel Gamez,S025,Cashier,75,24,24,0,1800,0.0,1800.0
E01950,José Manuél Claudio Jasso Campos,S025,Floor,70,24,24,0,1680,0.0,1680.0
E01951,Gustavo Rolando Olivárez,S025,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01952,David Darío Lomeli Ortiz,S025,Floor,70,16,16,0,1120,0.0,1120.0
E01953,Pascual de la Rosa,S025,Floor,70,8,8,0,560,0.0,560.0
E01954,Leonor Marisela Santacruz,S025,Customer Service,85,48,48,0,4080,0.0,4080.0
E01955,Uriel Gabriel Sierra Chavarría,S025,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01956,Elena Inés Guillen,S025,Cashier,75,24,24,0,1800,0.0,1800.0
E01957,Yuridia Soledad Miramontes,S025,Stock,65,16,16,0,1040,0.0,1040.0
E01958,Homero Ortega Lugo,S025,Stock,65,8,8,0,520,0.0,520.0
E01959,Daniel Gurule Bermúdez,S025,Floor,70,8,8,0,560,0.0,560.0
E01960,Anabel Longoria,S025,Floor,70,8,8,0,560,0.0,560.0
E01961,Ing. Fabiola Zedillo,S025,Cashier,75,8,8,0,600,0.0,600.0
E01963,Pilar Rodríguez Alonso,S025,Stock,65,8,8,0,520,0.0,520.0
E01966,Zeferino Aurelio Escalante,S025,Cashier,75,8,8,0,600,0.0,600.0
E01968,Eugenia Ana Luisa Solorio Beltrán,S025,Cashier,75,8,8,0,600,0.0,600.0
E01969,Violeta Alarcón Gamez,S025,Customer Service,85,40,40,0,3400,0.0,3400.0
E01972,Violeta Leal,S025,Customer Service,85,24,24,0,2040,0.0,2040.0
E01974,Barbara Guadalupe Concepción,S025,Cashier,75,8,8,0,600,0.0,600.0
E01977,Antonia Aguayo Saldaña,S025,Customer Service,85,8,8,0,680,0.0,680.0
E01983,Mercedes Gracia,S025,Customer Service,85,8,8,0,680,0.0,680.0
E01995,María Eugenia Amanda Guajardo,S025,Supervisor,120,40,40,0,4800,0.0,4800.0
E02001,Patricio Ballesteros Ceja,S026,Cashier,75,56,48,8,3600,1200.0,4800.0
E02002,Enrique Nieves,S026,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02003,Aldonza Soliz,S026,Stock,65,56,48,8,3120,1040.0,4160.0
E02004,Isaac Timoteo Hurtado Gracia,S026,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02005,Abril Salinas Barajas,S026,Floor,70,56,48,8,3360,1120.0,4480.0
E02006,Marisol Carrión,S026,Cashier,75,56,48,8,3600,1200.0,4800.0
E02007,Gregorio Mauro Montalvo Botello,S026,Floor,70,56,48,8,3360,1120.0,4480.0
E02008,Perla Barela,S026,Floor,70,56,48,8,3360,1120.0,4480.0
E02009,Genaro Cornejo,S026,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02010,Gabriela Carmen Alejandro Quiroz,S026,Floor,70,56,48,8,3360,1120.0,4480.0
E02011,Jorge Ricardo Rivero,S026,Floor,70,56,48,8,3360,1120.0,4480.0
E02012,Manuel Magaña Alarcón,S026,Floor,70,40,40,0,2800,0.0,2800.0
E02013,Felix Ramiro Urías,S026,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02014,Norma Montalvo,S026,Floor,70,32,32,0,2240,0.0,2240.0
E02015,Marisol Margarita Jaimes,S026,Supervisor,120,8,8,0,960,0.0,960.0
E02016,Srita. Dolores Bustos,S026,Cashier,75,56,48,8,3600,1200.0,4800.0
E02017,Conchita Zoé Ulibarri Quiñónez,S026,Stock,65,56,48,8,3120,1040.0,4160.0
E02018,Sr. Agustín Marín,S026,Stock,65,56,48,8,3120,1040.0,4160.0
E02019,Daniel Aranda,S026,Supervisor,120,8,8,0,960,0.0,960.0
E02020,Estela Fabiola Piña Villarreal,S026,Floor,70,8,8,0,560,0.0,560.0
E02021,Liliana Cantú,S026,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02022,Abelardo Cardona Meraz,S026,Floor,70,8,8,0,560,0.0,560.0
E02023,Beatriz Bustamante Aponte,S026,Stock,65,32,32,0,2080,0.0,2080.0
E02024,Esparta Anabel Sotelo,S026,Cashier,75,56,48,8,3600,1200.0,4800.0
E02026,Sr. Samuel Montemayor,S026,Cashier,75,56,48,8,3600,1200.0,4800.0
E02029,Dulce Leticia Barajas Barela,S026,Stock,65,8,8,0,520,0.0,520.0
E02030,Armando Alonso Rolón,S026,Cashier,75,56,48,8,3600,1200.0,4800.0
E02034,Sra. Blanca Arteaga,S026,Cashier,75,48,48,0,3600,0.0,3600.0
E02037,Delia Pamela Guajardo Lara,S026,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02041,Rocío Soto,S026,Customer Service,85,40,40,0,3400,0.0,3400.0
E02042,Ángel Armendáriz,S026,Cashier,75,40,40,0,3000,0.0,3000.0
E02044,Leticia Torres,S026,Cashier,75,24,24,0,1800,0.0,1800.0
E02046,Luisa Rocío Flores Espinosa,S026,Customer Service,85,8,8,0,680,0.0,680.0
E02047,Luz Olivia Esquibel,S026,Cashier,75,8,8,0,600,0.0,600.0
E02050,Alberto René Zarate,S026,Cashier,75,8,8,0,600,0.0,600.0
E02051,Mitzy Marisol Pedraza,S026,Cashier,75,8,8,0,600,0.0,600.0
E02054,Yuridia Valverde,S026,Cashier,75,8,8,0,600,0.0,600.0
E02058,Sr. Mauricio Bonilla,S026,Customer Service,85,8,8,0,680,0.0,680.0
E02081,Dra. Laura Pelayo,S027,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02082,Nancy Luisa Ledesma,S027,Stock,65,56,48,8,3120,1040.0,4160.0
E02083,Lic. Arturo Mares,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02084,Sr. Javier Pineda,S027,Stock,65,56,48,8,3120,1040.0,4160.0
E02085,Amalia Vanesa Casanova,S027,Floor,70,56,48,8,3360,1120.0,4480.0
E02086,Uriel Renato Lovato Báez,S027,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02087,Miriam Luisa Esquivel,S027,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02088,Minerva Roybal,S027,Stock,65,56,48,8,3120,1040.0,4160.0
E02089,Margarita Razo,S027,Stock,65,56,48,8,3120,1040.0,4160.0
E02090,Lic. Raquel Lucio,S027,Floor,70,56,48,8,3360,1120.0,4480.0
E02091,Rosa Anel Griego,S027,Stock,65,40,40,0,2600,0.0,2600.0
E02092,Sra. Andrea Armas,S027,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02093,Esmeralda Claudia Ornelas,S027,Floor,70,56,48,8,3360,1120.0,4480.0
E02094,Eugenio Reynaldo Medrano,S027,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02095,Ignacio Molina,S027,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02096,Rolando Benavides,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02097,Srita. Luz Santiago,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02098,Sra. Josefina Hernádez,S027,Floor,70,56,48,8,3360,1120.0,4480.0
E02099,José Carlos Ramón Soliz,S027,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02100,Teodoro Verdugo,S027,Floor,70,56,48,8,3360,1120.0,4480.0
E02101,Enrique Cornejo,S027,Floor,70,56,48,8,3360,1120.0,4480.0
E02102,Sandra Natalia Camacho Galván,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02103,Alonso Henríquez,S027,Stock,65,16,16,0,1040,0.0,1040.0
E02104,Isaac Gamez,S027,Customer Service,85,32,32,0,2720,0.0,2720.0
E02105,Adalberto René Bravo Lemus,S027,Floor,70,56,48,8,3360,1120.0,4480.0
E02106,Óliver Horacio Casárez Carranza,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02107,Dra. Natalia Meza,S027,Supervisor,120,48,48,0,5760,0.0,5760.0
E02108,Reina Andrea Zelaya,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02109,María Elena Rosa Ornelas Enríquez,S027,Customer Service,85,24,24,0,2040,0.0,2040.0
E02110,Ricardo Aldo Gallardo,S027,Supervisor,120,24,24,0,2880,0.0,2880.0
E02113,Hernán de la Rosa Robledo,S027,Floor,70,40,40,0,2800,0.0,2800.0
E02114,Modesto Gerónimo Orta Zamora,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02115,Emiliano Federico Cervántez Cervántez,S027,Stock,65,8,8,0,520,0.0,520.0
E02116,Guillermo Víctor Alvarado,S027,Floor,70,24,24,0,1680,0.0,1680.0
E02117,Anabel Elisa Roybal,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02118,Roberto Moya,S027,Customer Service,85,8,8,0,680,0.0,680.0
E02120,Pamela Esparza Toro,S027,Customer Service,85,8,8,0,680,0.0,680.0
E02121,Carlota Porras Elizondo,S027,Floor,70,16,16,0,1120,0.0,1120.0
E02122,Pablo Clemente Bravo,S027,Cashier,75,56,48,8,3600,1200.0,4800.0
E02123,Sra. Trinidad Concepción,S027,Cashier,75,32,32,0,2400,0.0,2400.0
E02124,Germán Reynaldo Yáñez,S027,Floor,70,8,8,0,560,0.0,560.0
E02126,Ing. Jacinto Pabón,S027,Floor,70,8,8,0,560,0.0,560.0
E02127,Sra. Conchita Botello,S027,Floor,70,8,8,0,560,0.0,560.0
E02128,Patricia Rosario Quintanilla Romo,S027,Stock,65,8,8,0,520,0.0,520.0
E02131,Sr. Fidel Soliz,S027,Cashier,75,32,32,0,2400,0.0,2400.0
E02137,Ing. Elvia Lugo,S027,Cashier,75,24,24,0,1800,0.0,1800.0
E02138,José Eduardo Colunga,S027,Cashier,75,24,24,0,1800,0.0,1800.0
E02141,Espartaco Marcos Calderón Merino,S027,Cashier,75,8,8,0,600,0.0,600.0
E02142,Frida Guillermina Cabrera,S027,Cashier,75,8,8,0,600,0.0,600.0
E02148,Germán Grijalva Garza,S027,Cashier,75,8,8,0,600,0.0,600.0
E02161,Esteban Alcántar Pineda,S028,Floor,70,56,48,8,3360,1120.0,4480.0
E02162,Asunción Venegas,S028,Cashier,75,56,48,8,3600,1200.0,4800.0
E02163,Adán Loya,S028,Stock,65,56,48,8,3120,1040.0,4160.0
E02164,Lic. Cristian Covarrubias,S028,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02165,Benjamín Homero Bétancourt,S028,Floor,70,56,48,8,3360,1120.0,4480.0
E02166,Sr. José Carlos Gil,S028,Cashier,75,56,48,8,3600,1200.0,4800.0
E02167,Fidel Matías,S028,Cashier,75,56,48,8,3600,1200.0,4800.0
E02168,Graciela Mena,S028,Stock,65,56,48,8,3120,1040.0,4160.0
E02169,Raúl Alvaro Medrano Almanza,S028,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02170,Tomás Melgar,S028,Floor,70,56,48,8,3360,1120.0,4480.0
E02171,Dulce María Carranza,S028,Floor,70,56,48,8,3360,1120.0,4480.0
E02172,Ing. Reynaldo Benavídez,S028,Cashier,75,56,48,8,3600,1200.0,4800.0
E02173,Elvira Wendolin Cardona,S028,Stock,65,56,48,8,3120,1040.0,4160.0
E02174,Javier Fierro Zavala,S028,Stock,65,32,32,0,2080,0.0,2080.0
E02175,Isabela Caballero,S028,Floor,70,56,48,8,3360,1120.0,4480.0
E02176,Leonel Sanabria,S028,Floor,70,40,40,0,2800,0.0,2800.0
E02177,Benito Amador Solano,S028,Cashier,75,56,48,8,3600,1200.0,4800.0
E02178,Daniel Zeferino Borrego Sevilla,S028,Floor,70,24,24,0,1680,0.0,1680.0
E02179,Eva Rosario,S028,Floor,70,16,16,0,1120,0.0,1120.0
E02180,Jerónimo Nieves,S028,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02181,Ana Tejada Velásquez,S028,Floor,70,8,8,0,560,0.0,560.0
E02182,Perla Soto Medrano,S028,Cashier,75,56,48,8,3600,1200.0,4800.0
E02183,Renato José Carlos Estrada,S028,Cashier,75,56,48,8,3600,1200.0,4800.0
E02184,Ing. Tomás Olivera,S028,Cashier,75,32,32,0,2400,0.0,2400.0
E02185,Adalberto Rosado Pedraza,S028,Stock,65,8,8,0,520,0.0,520.0
E02186,Lic. Eloy Collado,S028,Supervisor,120,8,8,0,960,0.0,960.0
E02187,Rubén Becerra Gómez,S028,Stock,65,8,8,0,520,0.0,520.0
E02188,Lic. Alejandro Rosales,S028,Floor,70,8,8,0,560,0.0,560.0
E02190,Ignacio Venegas Naranjo,S028,Cashier,75,24,24,0,1800,0.0,1800.0
E02191,Pablo Alfonso Archuleta Arteaga,S028,Supervisor,120,8,8,0,960,0.0,960.0
E02192,Sr. Aldo Fuentes,S028,Cashier,75,16,16,0,1200,0.0,1200.0
E02193,Rufino Quintana Alva,S028,Cashier,75,8,8,0,600,0.0,600.0
E02194,Ing. Samuel Quiñones,S028,Cashier,75,8,8,0,600,0.0,600.0
E02196,José Emilio Cazares Negrete,S028,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02214,Armando Lovato Casanova,S028,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02221,Juana Aurora Aguilera Palomino,S028,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02225,Leonor Delia Roque,S028,Customer Service,85,32,32,0,2720,0.0,2720.0
E02226,Marisol Gaitán,S028,Customer Service,85,16,16,0,1360,0.0,1360.0
E02227,Miguel Ángel Pineda Riojas,S028,Customer Service,85,8,8,0,680,0.0,680.0
E02241,Cristian Miranda Pabón,S029,Floor,70,56,48,8,3360,1120.0,4480.0
E02242,María Galindo,S029,Stock,65,56,48,8,3120,1040.0,4160.0
E02243,Sra. Dolores Alba,S029,Cashier,75,56,48,8,3600,1200.0,4800.0
E02244,Nayeli Verónica Gálvez,S029,Floor,70,56,48,8,3360,1120.0,4480.0
E02245,Ing. Nicolás Vergara,S029,Floor,70,56,48,8,3360,1120.0,4480.0
E02246,Srita. Rosario Gallardo,S029,Stock,65,56,48,8,3120,1040.0,4160.0
E02247,Lic. Rolando Carrasco,S029,Cashier,75,56,48,8,3600,1200.0,4800.0
E02248,Srita. Ofelia Arenas,S029,Cashier,75,56,48,8,3600,1200.0,4800.0
E02249,Fabiola Virginia Armas Roque,S029,Floor,70,56,48,8,3360,1120.0,4480.0
E02250,Carla Canales,S029,Cashier,75,48,48,0,3600,0.0,3600.0
E02251,Barbara Ana Luisa Fuentes Loera,S029,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02252,Dr. Serafín Lerma,S029,Stock,65,8,8,0,520,0.0,520.0
E02253,Daniel Farías,S029,Cashier,75,40,40,0,3000,0.0,3000.0
E02254,Alfonso Renato Serna,S029,Stock,65,8,8,0,520,0.0,520.0
E02255,Fernando Pichardo,S029,Cashier,75,8,8,0,600,0.0,600.0
E02256,Sara Caridad Matías,S029,Floor,70,8,8,0,560,0.0,560.0
E02257,Homero Octavio Rojas,S029,Cashier,75,8,8,0,600,0.0,600.0
E02259,Leonor Tamez Orta,S029,Floor,70,8,8,0,560,0.0,560.0
E02262,Raquel Cepeda Corona,S029,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02278,Dulce María Naranjo,S029,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02288,Martín Óliver Quiroz Valenzuela,S029,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02291,René Rodrigo Jurado Holguín,S029,Customer Service,85,40,40,0,3400,0.0,3400.0
E02297,Homero Martínez,S029,Customer Service,85,8,8,0,680,0.0,680.0
E02321,Óscar Paredes,S030,Cashier,75,56,48,8,3600,1200.0,4800.0
E02322,Laura Frida Vega,S030,Cashier,75,56,48,8,3600,1200.0,4800.0
E02323,Ruby Solano,S030,Cashier,75,56,48,8,3600,1200.0,4800.0
E02324,Dra. Graciela Rangel,S030,Cashier,75,56,48,8,3600,1200.0,4800.0
E02325,Sofía Meléndez Correa,S030,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02326,Mayte Jáquez Arroyo,S030,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02327,Adela Medina Gálvez,S030,Floor,70,56,48,8,3360,1120.0,4480.0
E02328,Delia Peña,S030,Cashier,75,40,40,0,3000,0.0,3000.0
E02329,Dulce Alicia Garrido Casas,S030,Floor,70,56,48,8,3360,1120.0,4480.0
E02330,Nayeli Mercado,S030,Floor,70,56,48,8,3360,1120.0,4480.0
E02331,Alfonso Ernesto Escobar,S030,Cashier,75,16,16,0,1200,0.0,1200.0
E02332,Óliver Francisco Javier Mayorga,S030,Floor,70,56,48,8,3360,1120.0,4480.0
E02333,Sra. Clara Montemayor,S030,Floor,70,8,8,0,560,0.0,560.0
E02334,Emilio Camilo Zaragoza Parra,S030,Floor,70,8,8,0,560,0.0,560.0
E02335,Eloisa Valencia,S030,Cashier,75,8,8,0,600,0.0,600.0
E02336,Lic. Jacobo Espinosa,S030,Cashier,75,8,8,0,600,0.0,600.0
E02338,Bruno Escobar Rincón,S030,Stock,65,56,48,8,3120,1040.0,4160.0
E02349,Roberto Benavides Zambrano,S030,Customer Service,85,40,40,0,3400,0.0,3400.0
E02350,Ivonne Aurora Sanabria Piña,S030,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02355,Gilberto Oswaldo Gonzales,S030,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02358,Emilio Camacho,S030,Customer Service,85,16,16,0,1360,0.0,1360.0
E02367,Enrique Malave Ojeda,S030,Stock,65,56,48,8,3120,1040.0,4160.0
E02372,Barbara Margarita Posada Solorio,S030,Stock,65,8,8,0,520,0.0,520.0
E02375,Anabel Lilia Tello Holguín,S030,Stock,65,8,8,0,520,0.0,520.0
E02401,Sra. Estefanía Naranjo,S031,Floor,70,56,48,8,3360,1120.0,4480.0
E02402,Diana Mercedes Quintanilla Galván,S031,Floor,70,56,48,8,3360,1120.0,4480.0
E02403,Sr. Francisco Javier Benavídez,S031,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02404,Blanca Jaimes Rael,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02405,Sara Corral,S031,Stock,65,56,48,8,3120,1040.0,4160.0
E02406,Ing. Héctor Barreto,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02407,Silvano Jesús Rosas,S031,Floor,70,56,48,8,3360,1120.0,4480.0
E02408,Dr. Adán Orta,S031,Stock,65,56,48,8,3120,1040.0,4160.0
E02409,Dr. Mauricio Razo,S031,Floor,70,56,48,8,3360,1120.0,4480.0
E02410,Rocío Saavedra,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02411,Mercedes de León Jaramillo,S031,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02412,Barbara Carrión,S031,Stock,65,56,48,8,3120,1040.0,4160.0
E02413,Tomás Jos Melgar Roybal,S031,Floor,70,56,48,8,3360,1120.0,4480.0
E02414,Carlos Reynoso Bétancourt,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02415,Cristal Serrano Vélez,S031,Stock,65,56,48,8,3120,1040.0,4160.0
E02416,Barbara Elvia Mojica Soto,S031,Floor,70,56,48,8,3360,1120.0,4480.0
E02417,Julia Hermelinda Zamudio,S031,Floor,70,56,48,8,3360,1120.0,4480.0
E02418,Leonel López,S031,Stock,65,48,48,0,3120,0.0,3120.0
E02419,César Luis Miguel Berríos Véliz,S031,Stock,65,16,16,0,1040,0.0,1040.0
E02420,Dr. Mateo Tamez,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02421,Agustín Rodrígez,S031,Stock,65,8,8,0,520,0.0,520.0
E02422,Laura Marcela Sevilla Perales,S031,Supervisor,120,48,48,0,5760,0.0,5760.0
E02423,Isabela Dueñas Fierro,S031,Floor,70,48,48,0,3360,0.0,3360.0
E02424,Sr. Espartaco Mena,S031,Supervisor,120,24,24,0,2880,0.0,2880.0
E02425,Ing. Nayeli Cantú,S031,Floor,70,24,24,0,1680,0.0,1680.0
E02426,Sr. Jos Saucedo,S031,Floor,70,16,16,0,1120,0.0,1120.0
E02427,Jorge Chacón Niño,S031,Stock,65,8,8,0,520,0.0,520.0
E02430,Sra. Helena Soria,S031,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02431,Alicia Cortés Quintanilla,S031,Floor,70,8,8,0,560,0.0,560.0
E02433,Ramón José Porras Sánchez,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02434,Amelia María Elena Rodríquez,S031,Floor,70,8,8,0,560,0.0,560.0
E02437,Lic. Jacinto Sierra,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02438,Raúl Lorenzo Alba,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02439,Sessa Sisneros Sepúlveda,S031,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02440,Sra. Judith Peralta,S031,Cashier,75,56,48,8,3600,1200.0,4800.0
E02442,Esperanza Ruby Rendón,S031,Cashier,75,48,48,0,3600,0.0,3600.0
E02444,Andrés Pablo Samaniego,S031,Floor,70,8,8,0,560,0.0,560.0
E02445,Carmen Villalpando Arevalo,S031,Cashier,75,32,32,0,2400,0.0,2400.0
E02449,Augusto Gallardo,S031,Cashier,75,24,24,0,1800,0.0,1800.0
E02451,Marisol Indira Sánchez Sanabria,S031,Cashier,75,8,8,0,600,0.0,600.0
E02459,Dr. Francisco Javier Mondragón,S031,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02461,Reina Blanca Vargas Rendón,S031,Cashier,75,8,8,0,600,0.0,600.0
E02462,Dra. Rosalia Colunga,S031,Cashier,75,8,8,0,600,0.0,600.0
E02465,Ing. Cristian Bahena,S031,Cashier,75,8,8,0,600,0.0,600.0
E02466,Úrsula Lilia del Río,S031,Cashier,75,8,8,0,600,0.0,600.0
E02481,Miguel Darío Paredes Valverde,S032,Supervisor,120,56,48,8,5760,1920.0,7680.0
E02482,Hugo Abelardo Armas Arredondo,S032,Floor,70,56,48,8,3360,1120.0,4480.0
E02483,Sra. Carmen Paredes,S032,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02484,Jacobo Jos Montalvo Lozano,S032,Floor,70,56,48,8,3360,1120.0,4480.0
E02485,Lic. Úrsula Garica,S032,Stock,65,56,48,8,3120,1040.0,4160.0
E02486,Dra. Lorena Gastélum,S032,Cashier,75,56,48,8,3600,1200.0,4800.0
E02487,Rodolfo Caraballo Gurule,S032,Floor,70,56,48,8,3360,1120.0,4480.0
E02488,Caridad Rentería,S032,Cashier,75,56,48,8,3600,1200.0,4800.0
E02489,Gustavo Héctor Almaraz,S032,Stock,65,56,48,8,3120,1040.0,4160.0
E02490,Lic. Delia Muñiz,S032,Floor,70,56,48,8,3360,1120.0,4480.0
E02491,Ing. Verónica Ibarra,S032,Floor,70,8,8,0,560,0.0,560.0
E02492,Miguel Ángel Martín Sauceda,S032,Cashier,75,56,48,8,3600,1200.0,4800.0
E02493,Darío Quintanilla Dávila,S032,Cashier,75,56,48,8,3600,1200.0,4800.0
E02494,Leonel Víctor Feliciano Razo,S032,Customer Service,85,56,48,8,4080,1360.0,5440.0
E02495,Lucía Patricia Venegas,S032,Cashier,75,40,40,0,3000,0.0,3000.0
E02496,Alejandra Alcala,S032,Cashier,75,16,16,0,1200,0.0,1200.0
E02498,Federico Acosta Lugo,S032,Customer Service,85,40,40,0,3400,0.0,3400.0
E02499,Sr. Evelio Blanco,S032,Customer Service,85,16,16,0,1360,0.0,1360.0
E02500,Oswaldo Amador Aguilera Arce,S032,Floor,70,8,8,0,560,0.0,560.0
E02503,Srita. Ivonne Reynoso,S032,Stock,65,8,8,0,520,0.0,520.0
E02509,Ing. Flavio Fonseca,S032,Stock,65,8,8,0,520,0.0,520.0
